country,gender,math,read,science
BGR,female,352.125,420.544,475.664
BGR,female,394.441,417.491,416.394
BGR,male,329.508,391.067,371.203
BGR,male,477.285,418.583,433.031
BGR,male,373.457,420.291,401.792
BGR,female,391.241,437.538,353.797
BGR,male,478.045,488.727,505.293
BGR,male,482.043,384.289,455.297
BGR,female,339.71,334.361,330.372
BGR,female,303.717,296.329,326.28
BGR,female,524.849,514.051,575.022
BGR,female,581.261,598.367,661.658
BGR,female,450.386,475.972,519.186
BGR,male,429.462,449.11,409.981
BGR,female,407.358,406.358,450.817
BGR,female,366.731,380.671,323.686
BGR,male,340.764,390.274,284.688
BGR,male,346.267,324.832,342.448
BGR,male,543.35,576.373,436.627
BGR,male,615.903,639.287,571.974
BGR,male,300.662,380.555,361.324
BGR,male,311.955,391.985,325.516
BGR,female,415.035,487.05,403.059
BGR,male,425.436,358.157,442.734
BGR,male,314.683,289.993,302.174
BGR,female,499.863,463.555,404.628
BGR,female,342.671,411.485,390.086
BGR,male,416.341,351.576,300.069
BGR,male,408.099,352.96,369.972
BGR,female,333.283,318.054,286.078
BGR,male,301.907,337.69,347.85
BGR,male,412.947,285.498,360.074
BGR,female,334.173,336.81,306.377
BGR,female,330.071,375.889,399.491
BGR,female,364.663,440.747,369.141
BGR,female,265.969,276.115,243.488
BGR,female,595.697,527.279,649.822
BGR,female,518.553,449.025,526.593
BGR,male,377.403,404.942,370.465
BGR,female,442.699,449.559,426.332
BGR,male,288.967,236.784,340.152
BGR,female,360.588,339.547,357.571
BGR,male,621.318,536.403,557.657
BGR,female,414.858,476.704,465.725
BGR,female,537.427,597.513,497.647
BGR,male,386.656,495.646,432.481
BGR,male,250.522,63.101,213.023
BGR,male,341.578,258.005,332.432
BGR,male,335.768,294.425,419.092
BGR,male,428.935,349.6,503.506
BGR,female,485.552,466.698,532.891
BGR,female,331.844,351.729,426.439
BGR,female,389.928,375.683,410.003
BGR,male,511.325,479.141,414.296
BGR,female,274.86,347.766,311.389
BGR,female,378.759,336.126,395.597
BGR,male,398.73,310.698,401.949
BGR,male,375.55,353.63,364.605
BGR,male,379.546,250.48,436.521
BGR,female,457.4,430.529,380.603
BGR,female,362.73,300.191,359.209
BGR,female,536.696,601.895,649.962
BGR,male,393.143,306.86,400.395
BGR,male,224.021,172.717,268.114
BGR,male,328.187,281.979,358.601
BGR,male,278.328,263.58,310.212
BGR,male,429.301,437.208,328.312
BGR,male,367.971,288.268,342.206
BGR,male,288.49,329.56,319.211
BGR,female,447.242,518.581,455.78
BGR,female,421.139,378.819,404.962
BGR,female,435.97,320.758,370.465
BGR,female,372.728,347.322,393.685
BGR,male,366.636,367.498,386.889
BGR,male,508.225,513.793,479.912
BGR,male,502.381,463.184,497.938
BGR,male,551.409,507.428,565.573
BGR,male,388.364,246.795,399.067
BGR,male,572.918,467.663,514.58
BGR,female,440.601,458.54,435.237
BGR,female,248.903,273.357,307.806
BGR,female,522.145,380.858,503.344
BGR,male,422.322,413.079,403.661
BGR,male,335.959,370.579,253.211
BGR,male,583.61,569.849,511.413
BGR,male,314.252,268.905,326.046
BGR,male,281.086,286.134,375.12
BGR,female,491.1,566.635,446.548
BGR,male,449.008,555.521,428.552
BGR,male,388.395,291.249,330.086
BGR,male,414.122,328.382,390.833
BGR,female,361.237,280.168,248.301
BGR,female,398.333,443.524,449.195
BGR,female,456.58,500.379,431.987
BGR,male,361.234,213.062,376.246
BGR,male,428.517,440.851,459.591
BGR,female,451.754,445.645,449.238
BGR,female,346.229,420.859,337.512
BGR,male,504.194,405.751,487.615
BGR,female,456.1,412.738,414.255
BGR,female,503.071,501.476,472.328
BGR,female,453.821,421.031,522.853
BGR,female,452.496,450.074,485.632
BGR,male,500.2,419.22,508.256
BGR,female,286.617,283.363,308.441
BGR,male,504.416,490.945,526.331
BGR,male,322.837,302.158,302.924
BGR,male,530.475,577.81,504.66
BGR,male,216.889,263.439,226.806
BGR,female,443.225,495.801,522.144
BGR,female,505.966,603.665,486.705
BGR,male,443.388,382.574,480.566
BGR,female,390.946,410.773,351.885
BGR,female,465.325,453.036,435.601
BGR,male,232.382,317.534,282.62
BGR,male,363.781,344.441,302.506
BGR,female,384.726,326.941,392.573
BGR,female,389.089,384.806,448.579
BGR,female,332.902,315.946,293.234
BGR,male,303.517,343.5,385.697
BGR,female,380.951,450.661,355.848
BGR,female,455.942,500.95,502.043
BGR,male,432.219,445.222,385.426
BGR,female,333.797,403.811,308.546
BGR,male,300.663,223.385,376.519
BGR,male,443.624,329.581,393.667
BGR,female,349.64,431.962,347.947
BGR,male,505.479,525.098,475.716
BGR,female,487.241,566.847,509.666
BGR,female,395.192,457.872,289.452
BGR,male,458.641,464.239,541.73
BGR,male,633.119,509.381,628.828
BGR,female,380.233,355.032,395.726
BGR,female,516.803,522.981,547.034
BGR,male,353.795,328.76,388.328
BGR,male,266.044,314.556,330.798
BGR,male,309.805,389.257,332.494
BGR,female,335.43,291.474,323.726
BGR,male,384.173,384.112,402.665
BGR,female,340.163,350.868,349.083
BGR,male,259.517,262.764,379.945
BGR,female,508.801,370.128,400.345
BGR,female,432.538,507.977,523.402
BGR,male,384.429,356.004,405.084
BGR,male,513.951,495.984,499.872
BGR,female,362.157,373.951,420.871
BGR,female,232.32,285.713,339.098
BGR,male,272.098,341.06,305.637
BGR,male,400.297,333.142,369.146
BGR,female,323.102,429.287,372.659
BGR,female,434.346,429.845,463.51
BGR,male,299.796,298.451,292.561
BGR,female,625.982,481.973,447.27
BGR,male,485.103,448.315,462.637
BGR,male,313.811,287.822,326.082
BGR,female,420.665,366.804,376.233
BGR,female,372.644,381.828,453.582
BGR,female,298.701,367.689,277.192
BGR,female,520.141,417.824,434.918
BGR,male,370.423,342.022,367.127
BGR,male,329.976,303.566,375.372
BGR,female,246.895,293.277,289.587
BGR,male,449.356,347.71,388.285
BGR,male,506.614,579.821,477.576
BGR,male,370.061,261.514,275.037
BGR,male,331.124,290.326,394.417
BGR,male,457.474,517.443,508.238
BGR,female,361.925,391.988,387.465
BGR,male,383.565,298.648,384.747
BGR,male,537.601,453.866,569.24
BGR,male,602.044,489.289,526.746
BGR,male,468.066,434.058,436.529
BGR,male,430.061,326.342,380.919
BGR,female,430.402,497.684,405.693
BGR,female,438.659,392.257,453.511
BGR,female,398.339,487.471,523.75
BGR,female,412.229,380.206,423.704
BGR,male,483.647,481.011,513.582
BGR,female,467.689,415.28,463.715
BGR,male,337.487,330.752,329.946
BGR,female,480.24,458.713,503.834
BGR,female,451.916,488.598,516.792
BGR,male,258.156,225.063,324.833
BGR,male,467.834,297.535,385.89
BGR,female,480.623,502.821,608.034
BGR,male,581.836,564.658,483.305
BGR,female,646.916,622.985,594.523
BGR,male,340.674,358.74,413.822
BGR,male,361.082,362.294,324.646
BGR,male,348.037,338.817,401.157
BGR,male,488.238,547.324,533.312
BGR,male,358.712,299.721,332.914
BGR,female,599.308,588.458,661.052
BGR,female,519.228,549.797,558.806
BGR,female,344.303,305.798,323.987
BGR,female,338.834,264.222,359.721
BGR,female,546.575,451.914,514.925
BGR,male,316.992,345.183,480.947
BGR,male,343.122,299.491,247.72
BGR,male,331.152,310.827,381.411
BGR,female,293.103,213.598,326.005
BGR,male,309.902,260.395,296.551
BGR,female,370.35,411.949,403.412
BGR,female,425.971,430.043,297.333
BGR,male,509.417,518.546,490.492
BGR,female,289.065,273.047,297.666
BGR,male,525.679,431.943,456.592
BGR,female,374.914,433.131,454.478
BGR,female,437.901,503.518,388.852
BGR,male,606.007,574.431,630.678
BGR,male,471.638,483.825,423.587
BGR,male,535.281,580.094,473.624
BGR,female,430.904,470.854,455.984
BGR,male,368.373,400.788,304.943
BGR,female,448.181,458.995,455.594
BGR,female,630.53,583.976,645.641
BGR,male,416.198,450.538,404.228
BGR,female,309.873,301.393,328.934
BGR,male,329.95,221.644,286.418
BGR,female,280.931,275.533,218.062
BGR,male,414.454,363.112,413.862
BGR,female,496.279,518.828,512.263
BGR,male,321.896,309.149,319.235
BGR,female,403.825,333.26,378.596
BGR,male,300.712,268.188,314.089
BGR,female,510.215,457.707,508.676
BGR,male,464.179,485.758,481.222
BGR,male,454.013,400.24,434.189
BGR,female,415.556,306.125,421.729
BGR,male,410.815,416.51,407.678
BGR,male,342,275.724,356.319
BGR,male,421.948,392.239,396.847
BGR,male,409.102,325.964,417.364
BGR,male,512.389,466.861,494.594
BGR,male,222.063,134.845,248.537
BGR,female,607.253,585.839,598.281
BGR,female,542.027,606.274,572.115
BGR,female,408.697,483.632,580.326
BGR,female,378.083,481.82,455.15
BGR,male,365.219,291.134,342.772
BGR,male,463.853,384.566,508.15
BGR,female,574.605,558.199,609.363
BGR,female,318.522,311.885,360.417
BGR,female,422.063,406.926,415.37
BGR,female,388.474,361.835,430.055
BGR,female,443.837,448.82,500.891
BGR,male,507.609,556.647,434.056
BGR,male,372.895,387.672,381.848
BGR,female,367.692,513.485,464.164
BGR,male,264.986,265.485,281.016
BGR,male,435.929,480.261,398.866
BGR,male,583.692,536.461,539.57
BGR,male,579.872,498.191,560.569
BGR,female,350.843,370.544,384.25
BGR,female,343.257,316.865,340.474
BGR,male,289.824,239.629,314.79
BGR,female,645.765,569.179,609.409
BGR,male,301.676,314.031,332.865
BGR,male,322.827,283.079,264.875
BGR,female,316.668,299.874,408.533
BGR,male,393.449,401.933,421.208
BGR,male,457.016,415.96,503.686
BGR,female,471.691,476.545,479.637
BGR,male,335.471,234.766,274.47
BGR,female,314.189,282.168,279.134
BGR,female,595.198,546.088,538.038
BGR,female,456.073,482.205,450.024
BGR,male,399.593,438.078,352.13
BGR,male,577.034,624.364,561.918
BGR,male,542.897,519.014,514.394
BGR,female,417.856,473.428,455.314
BGR,female,310.225,262.009,373.272
BGR,female,281.667,322.013,322.05
BGR,male,346.519,478.283,412.836
BGR,female,326.579,358.84,344.624
BGR,female,422.843,502.555,542.76
BGR,male,507.77,528.894,452.588
BGR,male,342.518,389.005,416.339
BGR,female,339.046,268.55,338.364
BGR,female,539.071,618.638,491.063
BGR,female,570.371,502.704,533.466
BGR,male,504.798,603.36,516.233
BGR,female,277.575,349.042,307.348
BGR,male,513.485,412.033,471.082
BGR,male,522.032,426.967,523.822
BGR,male,520.988,358.842,559.652
BGR,female,440.137,383.92,394.691
BGR,male,421.005,383.51,336.838
BGR,male,621.552,624.666,633.244
BGR,male,450.653,434.991,438.487
BGR,male,462.334,530.543,522.056
BGR,male,325.196,378.961,396.922
BGR,male,452.617,501.699,504.149
BGR,male,311.853,339.563,328.264
BGR,female,619.137,585.443,565.61
BGR,male,395.47,445.318,432.24
BGR,female,408.357,438.938,468.349
BGR,male,376.345,333.745,401.627
BGR,female,412.64,461.827,414.604
BGR,male,271.425,249.553,232.329
BGR,female,312.524,215.391,212.374
BGR,male,395.117,423.012,319.572
BGR,male,442.597,418.638,427.677
BGR,female,534.543,495.198,618.038
BGR,female,395.146,298.322,241.425
BGR,male,479.505,540.602,509.949
BGR,female,420.35,425.621,371.271
BGR,male,269.347,255.754,252.836
BGR,female,372.058,417.542,403.74
BGR,male,538.46,500.25,520.735
BGR,female,498.686,482.077,400.053
BGR,male,320.778,306.717,343.411
BGR,male,233.2,170.607,265.158
BGR,female,302.891,298.12,350.313
BGR,male,438.063,430.776,385.786
BGR,female,350.537,413.375,365.977
BGR,female,388.558,356.461,365.051
BGR,female,601.229,589.31,565.975
BGR,male,504.939,430.872,473.275
BGR,male,490.514,481.196,503.754
BGR,male,386.664,340.939,403.615
BGR,male,406.052,315.805,393.945
BGR,male,333.165,324.088,327.995
BGR,female,398.494,447.652,338.951
BGR,male,457.407,484.44,421.14
BGR,female,384.802,376.811,422.107
BGR,female,398.223,373.772,490.043
BGR,female,347.015,244.416,312.582
BGR,male,563.528,465.413,583.663
BGR,female,410.621,380.058,445.839
BGR,female,441.524,559.411,387.814
BGR,male,422.21,407.597,482.28
BGR,male,378.576,358.464,376.847
BGR,female,366.613,404.645,353.495
BGR,female,327.221,275.868,292.216
BGR,female,412.087,427.766,374.417
BGR,male,494.355,445.716,441.59
BGR,female,377.872,453.241,410.947
BGR,male,580.221,544.724,558.768
BGR,male,356.462,315.768,356.4
BGR,female,408.839,509.102,398.132
BGR,male,593.604,488.129,550.115
BGR,male,390.682,359.571,341.432
BGR,female,319.138,288.132,353.559
BGR,male,399.217,319.546,402.549
BGR,male,297.126,275.962,317.103
BGR,male,383.039,235.515,352.061
BGR,female,623.136,664.344,664.23
BGR,female,534.312,440.475,479.136
BGR,male,552.246,593.99,549.782
BGR,female,307.665,373.12,322.295
BGR,female,339.676,284.758,354.91
BGR,male,437.424,285.864,399.861
BGR,female,566.038,526.07,530.821
BGR,female,562.671,581.241,573.805
BGR,female,373.36,366.275,404.265
BGR,female,244.287,352.842,297.987
BGR,male,280.167,252.952,233.894
BGR,male,488.749,399.178,485.785
BGR,female,426.682,622.758,517.845
BGR,female,393.307,441.375,340.233
BGR,female,409.904,420.649,378.552
BGR,male,644.227,630.071,547.004
BGR,male,369.198,361.786,259.824
BGR,male,474.929,338.642,462.995
BGR,male,275.94,249.312,317.102
BGR,female,422.942,351.871,406.424
BGR,female,457.252,492.166,461.556
BGR,male,442.895,365.831,463.455
BGR,male,562.141,524.236,597.28
BGR,female,408.418,373.628,367.015
BGR,male,479.111,402.601,388.008
BGR,female,248.454,260.22,281.479
BGR,female,381.813,406.466,420.477
BGR,male,483.515,508.534,531.292
BGR,female,538.135,452.401,626.15
BGR,female,359.216,327.71,322.676
BGR,female,353.967,267.144,315.812
BGR,male,416.964,384.191,461.89
BGR,male,295.929,229.587,274.117
BGR,male,257.295,211.493,301.124
BGR,female,466.781,485.596,416.725
BGR,female,307.491,333.506,354.957
BGR,male,604.189,559.557,541.174
BGR,female,368.249,437.853,410.558
BGR,male,344.296,339.997,338.302
BGR,male,428.416,350.039,406.081
BGR,female,490.052,575.188,504.209
BGR,male,343.337,363.845,326.98
BGR,female,324.175,328.627,380.389
BGR,female,453.808,447.162,505.633
BGR,female,433.808,491.326,394.51
BGR,female,383.042,329.885,360.351
BGR,female,385.672,398.206,388.604
BGR,female,393.401,332.616,419.447
BGR,male,435.668,456.539,383.027
BGR,female,420.61,462.967,429.258
BGR,male,240.503,259.387,247.167
BGR,female,345.908,353.645,334.038
BGR,female,420.616,446.899,454.66
BGR,female,649.665,563.506,648.389
BGR,male,370.666,378.138,398.922
BGR,male,304.2,229.941,243.884
BGR,female,435.349,346.424,442.002
BGR,male,329.235,342.063,268.129
BGR,male,487.817,277.674,433.559
BGR,male,428.423,493.55,558.007
BGR,female,362.241,395.776,384.372
BGR,male,243.199,254.492,259.463
BGR,female,368.832,443.177,415.738
BGR,male,326.687,298.727,387.501
BGR,male,409.909,378.919,418.971
BGR,male,400.197,509.624,443.301
BGR,female,343.345,418.039,327.961
BGR,male,428.024,385.18,407.731
BGR,male,492.595,548.654,552.883
BGR,female,511.417,510.435,517.559
BGR,male,433.503,445.598,379.31
BGR,female,251.954,221.163,311.056
BGR,female,552.56,649.623,525.445
BGR,female,356.599,407.752,439.625
BGR,male,327.276,360.479,369.669
BGR,male,392.36,396.329,235.336
BGR,female,382.115,441.887,411.849
BGR,female,561.673,554.854,595.136
BGR,male,314.701,350.375,354.886
BGR,female,356.294,300.527,371.219
BGR,male,382.662,268.527,418.733
BGR,male,409.879,382.39,459.606
BGR,male,312.591,204.051,257.583
BGR,female,405.06,373.79,397.245
BGR,female,281.11,346.132,272.317
BGR,male,506.194,385.405,462.799
BGR,male,427.032,415.167,410.158
BGR,male,378.38,350.471,327.471
BGR,male,361.025,239.898,324.576
BGR,male,455.983,405.418,490.17
BGR,male,456.535,383.511,552.339
BGR,male,417.767,381.593,357.294
BGR,male,575.853,599.574,555.257
BGR,male,409.996,323.499,355.485
BGR,female,380.853,450.057,567.2
BGR,male,490.437,506.312,500.093
BGR,female,505.549,423.396,522.618
BGR,male,350.523,308.613,369.471
BGR,male,548.785,556.41,545.428
BGR,female,377.018,428.787,409.44
BGR,male,426.351,242.954,421.173
BGR,male,511.785,426.906,535.585
BGR,male,351.013,281.134,355.519
BGR,female,450.686,505.003,483.884
BGR,female,497.789,515.095,550.063
BGR,female,551.556,534.558,494.734
BGR,male,467.351,460.1,449.606
BGR,male,314.864,376.258,306.586
BGR,male,516.61,464.968,468.133
BGR,male,344.379,340.538,287.436
BGR,female,285.503,190.178,296.827
BGR,male,420.468,430.887,418.641
BGR,female,309.491,229.18,336.971
BGR,female,368.201,400.493,341.151
BGR,male,551.613,505.135,488.657
BGR,male,278.062,260.097,277.708
BGR,male,252.731,268.049,312.277
BGR,male,396.962,354.642,429.055
BGR,female,369.605,347.087,411.895
BGR,female,392.885,321.243,443.863
BGR,female,523.232,512.572,482.895
BGR,female,500.547,467.841,500.147
BGR,female,373.625,413.335,452.84
BGR,male,443.642,350.478,369.165
BGR,male,556.111,476.598,511.866
BGR,male,462.851,456.305,440.557
BGR,male,336.188,296.207,368.439
BGR,female,338.509,380.065,364.42
BGR,female,339.286,340.929,323.591
BGR,female,400.442,360.28,421.21
BGR,female,403.089,339.2,360.971
BGR,female,524.213,506.692,499.262
BGR,male,474.246,439.121,461.914
BGR,female,443.473,493.366,425.035
BGR,male,503.587,504.131,458.703
BGR,female,584.609,521.161,574.717
BGR,female,386.709,456.363,382.283
BGR,male,346.707,379.887,320.862
BGR,female,352.115,238.479,356.632
BGR,male,336.289,306.48,317.919
BGR,male,235.406,273.799,288.669
BGR,female,412.187,475.762,482.189
BGR,female,338.273,331.719,319.764
BGR,female,343.681,319.695,380.733
BGR,female,277.046,265.354,332.143
BGR,male,485.92,496.81,517.396
BGR,female,544.899,658.456,546.724
BGR,male,536.069,440.143,561.228
BGR,female,361.459,366.595,269.62
BGR,female,338.276,374.484,379.489
BGR,male,373.518,220.438,348.669
BGR,male,369.666,328.214,365.023
BGR,female,653.616,532.383,574.732
BGR,male,551.312,479.829,512.498
BGR,male,550.068,548.661,525.63
BGR,male,318.605,256.806,279.015
BGR,male,376.409,296.226,407.405
BGR,female,427.692,448.325,461.649
BGR,female,296.303,287.892,321.168
BGR,male,314.471,331.069,409.973
BGR,male,237.221,190.295,263.975
BGR,male,379.024,296.026,452.383
BGR,female,441.171,461.264,522.891
BGR,female,421.218,339.348,455.832
BGR,female,434.233,456.61,467.696
BGR,female,441.201,469.521,397.097
BGR,male,356.295,321.677,438.017
BGR,male,319.811,363.237,361.849
BGR,male,312.471,325.984,376.779
BGR,female,436.975,405.982,391.708
BGR,male,453.977,421.469,413.911
BGR,male,368.801,356.713,365.033
BGR,female,322.789,349.247,284.52
BGR,male,304.3,331.786,366.714
BGR,male,424.431,354.341,364.087
BGR,male,448.733,489.806,484.889
BGR,male,432.694,483.108,428.552
BGR,male,345.552,358.236,389.818
BGR,female,360.264,413.692,401.181
BGR,male,385.728,315.815,314.916
BGR,male,303.759,285.45,302.457
BGR,male,591.682,422.032,485.906
BGR,male,411.309,423.268,426.57
BGR,female,408.846,403.569,422.156
BGR,male,536.036,583.058,507.976
BGR,female,365.886,352.117,350.562
BGR,male,393.142,444.32,427.314
BGR,male,380.947,417.044,360.491
BGR,male,407.548,316.843,440.515
BGR,male,322.804,246.569,330.344
BGR,male,304.287,264.498,332.632
BGR,female,636.584,508.193,560.592
BGR,female,478.5,421.901,463.716
BGR,female,359.043,390.714,364.697
BGR,male,314.605,327.667,381.943
BGR,male,302.778,267.301,361.468
BGR,male,337.032,317.681,317.983
BGR,male,462.84,462.129,400.728
BGR,male,381.618,383.568,478.535
BGR,male,486.338,483.441,403.107
BGR,male,518.174,454.888,483.53
BGR,male,476.985,407.36,427.949
BGR,female,533.309,534.657,517.781
BGR,female,390.326,299.223,333.447
BGR,female,423.562,484.139,403.417
BGR,female,444.228,430.282,417.567
BGR,male,342.441,352.59,280.069
BGR,female,438.32,407.651,420.258
BGR,male,599.699,517.841,549.241
BGR,female,462.021,477.817,483.522
BGR,female,431.891,445.459,408.305
BGR,male,297.055,257.726,310.085
BGR,male,530.717,485.369,462.424
BGR,female,304.059,384.779,264.187
BGR,female,263.364,285.964,294.836
BGR,male,599.222,512.831,570.283
BGR,female,487.146,420.832,498.783
BGR,female,348.715,408,375.667
BGR,female,453.385,500.12,446.359
BGR,male,587.987,563.768,597.092
BGR,female,436.566,315.486,455.164
BGR,female,523.872,518.183,540.274
BGR,female,317.248,335.226,316.088
BGR,female,291.042,313.625,324.42
BGR,female,411.649,415.775,357.386
BGR,female,397.809,381.855,279.821
BGR,male,412.337,426.742,381.599
BGR,female,382.466,460.015,438.902
BGR,male,375.173,326.85,326.177
BGR,male,560.774,519.408,432.47
BGR,female,421.553,367.569,424.393
BGR,male,308.582,235.275,314.682
BGR,female,453.027,473.944,521.383
BGR,male,343.909,369.026,261.717
BGR,female,339.833,314.956,368.697
BGR,female,345.838,314.812,327.772
BGR,male,250.407,249.965,276.149
BGR,female,312.417,359.197,387.14
BGR,male,235.131,243.032,257.404
BGR,female,440.25,318.472,431.404
BGR,male,343.331,368.317,323.888
BGR,female,320.964,300.655,291.607
BGR,male,438.233,378.885,466.832
BGR,male,568.498,540.835,607.629
BGR,male,324.072,334.14,356.72
BGR,male,464.015,433.923,486.062
BGR,male,458.055,409.316,398.878
BGR,male,532.493,534.195,516.726
BGR,female,624.913,518.22,578.632
BGR,female,506.685,564.425,482.573
BGR,male,356.256,290.658,292.503
BGR,female,584.075,612.416,580.095
BGR,female,568.667,533.334,586.067
BGR,male,333.352,316.864,322.569
BGR,female,563.601,511.449,616.125
BGR,male,401.461,404.146,412.842
BGR,female,386.888,415.331,399.261
BGR,female,517.175,514.595,508.683
BGR,female,429.4,389.903,427.6
BGR,female,308.324,277.838,339.203
BGR,female,307.141,288.317,277.366
BGR,female,428.345,483.633,455.738
BGR,male,358.525,297.305,368.17
BGR,female,412.469,479.555,498.447
BGR,male,419.732,475.1,411.906
BGR,male,387.658,282.234,398.68
BGR,male,465.27,357.04,406.996
BGR,male,554.3,513.587,521.737
BGR,male,435.732,311.242,376.916
BGR,male,474.078,421.422,462.678
BGR,male,485.062,440.155,553.742
BGR,male,490.909,482.721,472.486
BGR,female,383.645,414.096,382.381
BGR,female,349.274,347.543,311.845
BGR,female,342.106,319.194,378.88
BGR,male,315.952,389.489,333.962
BGR,male,493.525,487.404,509.09
BGR,male,274.457,199.687,293.493
BGR,female,256.514,393.726,298.467
BGR,female,264.328,372.522,301.425
BGR,male,518.618,536.891,559.139
BGR,female,521.156,557.724,479.824
BGR,female,423.429,493.034,449.65
BGR,female,336.292,376.832,360.018
BGR,female,355.026,462.398,453.293
BGR,male,374.42,349.935,334.144
BGR,male,497.411,421.075,440.463
BGR,male,444.687,410.384,401.672
BGR,female,446.09,481.132,380.051
BGR,male,478.421,393.164,523.879
BGR,male,288.167,289.791,298.056
BGR,male,365.073,264.196,456.334
BGR,female,387.081,435.733,517.394
BGR,male,234.565,275.856,256.71
BGR,male,437,372.767,478.466
BGR,male,440.026,461.071,504.052
BGR,male,542.026,450.993,500.968
BGR,male,475.879,462.726,478.944
BGR,female,436.068,443.249,373.699
BGR,male,247.755,286.095,299.075
BGR,male,411.677,388.594,427.606
BGR,male,477.924,378.362,459.755
BGR,female,519.152,483.356,539.65
BGR,male,389.872,292.803,321.244
BGR,female,485.482,475.664,566.828
BGR,female,492.652,515.846,492.518
BGR,male,414.005,471.807,379.544
BGR,female,564.89,463.025,562.058
BGR,male,634.377,647.848,603.199
BGR,male,584.884,468.436,467.186
BGR,male,214.105,171.156,237.391
BGR,male,315.244,290.157,341.789
BGR,female,425.932,388.513,449.832
BGR,male,278.245,274.921,251.383
BGR,male,389.924,265.328,357.328
BGR,male,435.403,429.538,400.237
BGR,female,505.66,497.269,547.859
BGR,male,334.044,425.243,364.234
BGR,female,447.903,430.853,457.169
BGR,male,409.89,375.731,460.527
BGR,female,399.597,413.501,530.565
BGR,male,265,236.264,191.103
BGR,female,216.461,226.095,219.6
BGR,male,363.493,363.403,430.523
BGR,male,573.875,490.992,559.256
BGR,female,271.201,327.61,312.228
BGR,male,510.858,444.507,538.683
BGR,female,523.43,418.981,502.304
BGR,male,313.009,205.523,297.892
BGR,female,345.051,355.46,382.721
BGR,male,361.873,422.26,369.337
BGR,male,403.531,444.146,419.248
BGR,male,380.946,384.19,470.04
BGR,female,263.597,345.647,356.567
BGR,female,408.724,566.36,463.753
BGR,male,440.125,369.931,425.215
BGR,male,478.009,313.78,421.854
BGR,female,461.943,498.981,454.457
BGR,female,418.406,466.255,413.277
BGR,male,424.895,387.873,421.283
BGR,male,316.22,313.12,337.302
BGR,female,343.581,284.282,320.557
BGR,male,409.082,480.65,504.997
BGR,male,251.134,261.757,288.826
BGR,male,350.11,384.399,366.256
BGR,male,353.369,321.083,311.995
BGR,female,437.544,460.982,459.897
BGR,female,416.056,358.07,439.133
BGR,male,525.229,357.819,483.687
BGR,female,485.458,438.635,444.213
BGR,female,390.844,356.431,459.727
BGR,male,245.823,205.083,299.431
BGR,female,377.556,365.353,340.751
BGR,male,433.106,372.477,432.952
BGR,male,387.012,351.042,343.138
BGR,male,358.113,325.097,346.834
BGR,female,365.465,370.165,395.681
BGR,female,265.491,249.077,330.019
BGR,male,642.441,572.085,596.151
BGR,male,585.386,498.99,568.532
BGR,male,425.547,296.822,407.098
BGR,male,313.539,334.039,279.294
BGR,male,437.691,311.115,453.149
BGR,male,501.871,528.364,548.121
BGR,female,526.999,530.413,474.768
BGR,male,370.734,323.039,459.241
BGR,male,382.162,208.009,352.568
BGR,male,398.799,406.706,332.728
BGR,female,367.387,378.854,304.236
BGR,male,254.816,166.678,225.664
BGR,male,360.073,351.794,378.729
BGR,male,371.132,244.158,342.692
BGR,female,375.436,345.178,449.036
BGR,male,375.377,372.281,375.137
BGR,female,411.658,380.63,338.894
BGR,male,340.941,430.016,323.525
BGR,male,362.483,305.499,310.553
BGR,male,392.362,326.355,444.905
BGR,male,668.03,530.517,640.723
BGR,male,584.115,531.334,581.641
BGR,male,590.58,605.403,618.125
BGR,female,318.002,440.242,389.237
BGR,male,416.164,358.461,366.724
BGR,male,627.662,539.501,571.223
BGR,female,313.914,383.598,349.704
BGR,female,523.975,440.237,513.288
BGR,female,401.498,397.007,442.663
BGR,male,442.135,467.693,492.602
BGR,male,358.33,325.942,343.66
BGR,male,344.081,342.162,356.678
BGR,female,358.281,326.226,351.2
BGR,male,285.066,246.791,353.495
BGR,male,274.513,124.454,305.814
BGR,female,267.232,254.085,342.749
BGR,female,334.035,358.527,409.858
BGR,male,379.239,293.461,312.061
BGR,male,320.825,305.641,393.117
BGR,male,404.071,357.462,483.539
BGR,female,359.944,382.403,380.284
BGR,male,367.646,182.74,289.825
BGR,male,487.63,523.075,552.283
BGR,male,246.756,296.209,320.908
BGR,female,378.162,395.422,381.368
BGR,female,399.257,333.041,410.327
BGR,female,396.141,383.891,378.268
BGR,female,461.734,378.573,406.149
BGR,male,347.912,253.242,270.169
BGR,female,320.512,355.44,408.13
BGR,female,466.822,486.873,588.888
BGR,male,419.754,408.888,436.669
BGR,male,419.783,294.059,447.396
BGR,female,431.293,428.278,387.003
BGR,female,484.069,507.232,469.912
BGR,female,551.945,504.66,576.316
BGR,male,669.31,579.711,600.479
BGR,male,375.925,348.093,335.96
BGR,male,632.502,515.76,630.524
BGR,female,451.138,413.172,338.805
BGR,male,505.247,394.103,527.263
BGR,female,485.181,459.958,509.03
BGR,male,462.914,470.784,403.009
BGR,male,351.311,386.687,348.807
BGR,female,486.947,434.745,492.806
BGR,female,342.686,365.809,435.516
BGR,female,430.9,353.941,364.735
BGR,female,419.785,538.779,430.183
BGR,male,571.295,597.818,592.565
BGR,male,299.3,281.138,318.491
BGR,female,399.205,347.248,360.69
BGR,female,466.644,382.499,425.197
